Run	GEO_Accession	Patient_ID	Accession	Title
SRR1294893	GSM1395800	MGH30	GSM1395800	MGH30_B06
SRR1294894	GSM1395801	MGH30	GSM1395801	MGH30_B07
SRR1294895	GSM1395802	MGH30	GSM1395802	MGH30_B08
SRR1294896	GSM1395803	MGH30	GSM1395803	MGH30_B09
SRR1294897	GSM1395804	MGH30	GSM1395804	MGH30_B10
SRR1294898	GSM1395805	MGH30	GSM1395805	MGH30_B11
SRR1294899	GSM1395806	MGH30	GSM1395806	MGH30_B12
SRR1294900	GSM1395807	MGH30	GSM1395807	MGH30_C01
SRR1294901	GSM1395808	MGH30	GSM1395808	MGH30_C02
SRR1294902	GSM1395809	MGH30	GSM1395809	MGH30_C03
SRR1294903	GSM1395810	MGH30	GSM1395810	MGH30_C04
SRR1294904	GSM1395811	MGH30	GSM1395811	MGH30_C05
SRR1294905	GSM1395812	MGH30	GSM1395812	MGH30_C06
SRR1294906	GSM1395813	MGH30	GSM1395813	MGH30_C07
SRR1294907	GSM1395814	MGH30	GSM1395814	MGH30_C08
SRR1294908	GSM1395815	MGH30	GSM1395815	MGH30_C09
SRR1294909	GSM1395816	MGH30	GSM1395816	MGH30_C10
SRR1294910	GSM1395817	MGH30	GSM1395817	MGH30_C11
SRR1294911	GSM1395818	MGH30	GSM1395818	MGH30_C12
SRR1294912	GSM1395819	MGH30	GSM1395819	MGH30_D01
SRR1294913	GSM1395820	MGH30	GSM1395820	MGH30_D02
SRR1294914	GSM1395821	MGH30	GSM1395821	MGH30_D03
SRR1294915	GSM1395822	MGH30	GSM1395822	MGH30_D04
SRR1294916	GSM1395823	MGH30	GSM1395823	MGH30_D05
SRR1294917	GSM1395824	MGH30	GSM1395824	MGH30_D06
SRR1294918	GSM1395825	MGH30	GSM1395825	MGH30_D07
SRR1294919	GSM1395826	MGH30	GSM1395826	MGH30_D08
SRR1294920	GSM1395827	MGH30	GSM1395827	MGH30_D09
SRR1294921	GSM1395828	MGH30	GSM1395828	MGH30_D10
SRR1294922	GSM1395829	MGH30	GSM1395829	MGH30_D11
SRR1294923	GSM1395830	MGH30	GSM1395830	MGH30_D12
SRR1294924	GSM1395831	MGH30	GSM1395831	MGH30_E01
SRR1294925	GSM1395832	MGH30	GSM1395832	MGH30_E02
SRR1294926	GSM1395833	MGH30	GSM1395833	MGH30_E03
SRR1294927	GSM1395834	MGH30	GSM1395834	MGH30_E04
SRR1294928	GSM1395835	MGH30	GSM1395835	MGH30_E05
SRR1294929	GSM1395836	MGH30	GSM1395836	MGH30_E06
SRR1294930	GSM1395837	MGH30	GSM1395837	MGH30_E07
SRR1294931	GSM1395838	MGH30	GSM1395838	MGH30_E08
SRR1294932	GSM1395839	MGH30	GSM1395839	MGH30_E09
SRR1294933	GSM1395840	MGH30	GSM1395840	MGH30_E10
SRR1294934	GSM1395841	MGH30	GSM1395841	MGH30_E11
SRR1294935	GSM1395842	MGH30	GSM1395842	MGH30_E12
SRR1294936	GSM1395843	MGH30	GSM1395843	MGH30_F01
SRR1294937	GSM1395844	MGH30	GSM1395844	MGH30_F02
SRR1294938	GSM1395845	MGH30	GSM1395845	MGH30_F03
SRR1294939	GSM1395846	MGH30	GSM1395846	MGH30_F04
SRR1294940	GSM1395847	MGH30	GSM1395847	MGH30_F05
SRR1294941	GSM1395848	MGH30	GSM1395848	MGH30_F06
SRR1294942	GSM1395849	MGH30	GSM1395849	MGH30_F07
SRR1294943	GSM1395850	MGH30	GSM1395850	MGH30_F08
SRR1294944	GSM1395851	MGH30	GSM1395851	MGH30_F09
SRR1294945	GSM1395852	MGH30	GSM1395852	MGH30_F10
SRR1294946	GSM1395853	MGH30	GSM1395853	MGH30_F11
SRR1294947	GSM1395854	MGH30	GSM1395854	MGH30_F12
SRR1294948	GSM1395855	MGH30	GSM1395855	MGH30_G01
SRR1294949	GSM1395856	MGH30	GSM1395856	MGH30_G02
SRR1294950	GSM1395857	MGH30	GSM1395857	MGH30_G03
SRR1294951	GSM1395858	MGH30	GSM1395858	MGH30_G04
SRR1294952	GSM1395859	MGH30	GSM1395859	MGH30_G05
SRR1294953	GSM1395860	MGH30	GSM1395860	MGH30_G06
SRR1294954	GSM1395861	MGH30	GSM1395861	MGH30_G07
SRR1294955	GSM1395862	MGH30	GSM1395862	MGH30_G08
SRR1294956	GSM1395863	MGH30	GSM1395863	MGH30_G09
SRR1294957	GSM1395864	MGH30	GSM1395864	MGH30_G10
SRR1294958	GSM1395865	MGH30	GSM1395865	MGH30_G11
SRR1294959	GSM1395866	MGH30	GSM1395866	MGH30_G12
SRR1294960	GSM1395867	MGH30	GSM1395867	MGH30_H01
SRR1294961	GSM1395868	MGH30	GSM1395868	MGH30_H02
SRR1294962	GSM1395869	MGH30	GSM1395869	MGH30_H03
SRR1294963	GSM1395870	MGH30	GSM1395870	MGH30_H04
SRR1294964	GSM1395871	MGH30	GSM1395871	MGH30_H05
SRR1294965	GSM1395872	MGH30	GSM1395872	MGH30_H06
SRR1294966	GSM1395873	MGH30	GSM1395873	MGH30_H07
SRR1294967	GSM1395874	MGH30	GSM1395874	MGH30_H08
SRR1294968	GSM1395875	MGH30	GSM1395875	MGH30_H09
SRR1294969	GSM1395876	MGH30	GSM1395876	MGH30_H10
SRR1294970	GSM1395877	MGH30	GSM1395877	MGH30_H11
SRR1294971	GSM1395878	MGH30	GSM1395878	MGH30_H12
SRR1294972	GSM1395879	MGH31	GSM1395879	MGH31_A01
SRR1294973	GSM1395880	MGH31	GSM1395880	MGH31_A02
SRR1294974	GSM1395881	MGH31	GSM1395881	MGH31_A03
SRR1294975	GSM1395882	MGH31	GSM1395882	MGH31_A04
SRR1294976	GSM1395883	MGH31	GSM1395883	MGH31_A05
SRR1294977	GSM1395884	MGH31	GSM1395884	MGH31_A06
SRR1294978	GSM1395885	MGH31	GSM1395885	MGH31_A07
SRR1294979	GSM1395886	MGH31	GSM1395886	MGH31_A08
SRR1294980	GSM1395887	MGH31	GSM1395887	MGH31_A09
SRR1294981	GSM1395888	MGH31	GSM1395888	MGH31_A10
SRR1294982	GSM1395889	MGH31	GSM1395889	MGH31_A11
SRR1294983	GSM1395890	MGH31	GSM1395890	MGH31_A12
SRR1294984	GSM1395891	MGH31	GSM1395891	MGH31_B01
SRR1294985	GSM1395892	MGH31	GSM1395892	MGH31_B02
SRR1294986	GSM1395893	MGH31	GSM1395893	MGH31_B03
SRR1294987	GSM1395894	MGH31	GSM1395894	MGH31_B04
SRR1294988	GSM1395895	MGH31	GSM1395895	MGH31_B05
SRR1294989	GSM1395896	MGH31	GSM1395896	MGH31_B06
SRR1294990	GSM1395897	MGH31	GSM1395897	MGH31_B07
SRR1294991	GSM1395898	MGH31	GSM1395898	MGH31_B08
SRR1294992	GSM1395899	MGH31	GSM1395899	MGH31_B09
SRR1294993	GSM1395900	MGH31	GSM1395900	MGH31_B10
SRR1294994	GSM1395901	MGH31	GSM1395901	MGH31_B11
SRR1294995	GSM1395902	MGH31	GSM1395902	MGH31_B12
SRR1294996	GSM1395903	MGH31	GSM1395903	MGH31_C01
SRR1294997	GSM1395904	MGH31	GSM1395904	MGH31_C02
SRR1294998	GSM1395905	MGH31	GSM1395905	MGH31_C03
SRR1294999	GSM1395906	MGH31	GSM1395906	MGH31_C04
SRR1295000	GSM1395907	MGH31	GSM1395907	MGH31_C05
SRR1295001	GSM1395908	MGH31	GSM1395908	MGH31_C06
SRR1295002	GSM1395909	MGH31	GSM1395909	MGH31_C07
SRR1295003	GSM1395910	MGH31	GSM1395910	MGH31_C08
SRR1295004	GSM1395911	MGH31	GSM1395911	MGH31_C09
SRR1295005	GSM1395912	MGH31	GSM1395912	MGH31_C10
SRR1295006	GSM1395913	MGH31	GSM1395913	MGH31_C11
SRR1295007	GSM1395914	MGH31	GSM1395914	MGH31_C12
SRR1295008	GSM1395915	MGH31	GSM1395915	MGH31_D01
SRR1295009	GSM1395916	MGH31	GSM1395916	MGH31_D02
SRR1295010	GSM1395917	MGH31	GSM1395917	MGH31_D03
SRR1295011	GSM1395918	MGH31	GSM1395918	MGH31_D04
SRR1295012	GSM1395919	MGH31	GSM1395919	MGH31_D05
SRR1295013	GSM1395920	MGH31	GSM1395920	MGH31_D06
SRR1295014	GSM1395921	MGH31	GSM1395921	MGH31_D07
SRR1295015	GSM1395922	MGH31	GSM1395922	MGH31_D08
SRR1295016	GSM1395923	MGH31	GSM1395923	MGH31_D09
SRR1295017	GSM1395924	MGH31	GSM1395924	MGH31_D10
SRR1295018	GSM1395925	MGH31	GSM1395925	MGH31_D11
SRR1295019	GSM1395926	MGH31	GSM1395926	MGH31_D12
SRR1295020	GSM1395927	MGH31	GSM1395927	MGH31_E01
SRR1295021	GSM1395928	MGH31	GSM1395928	MGH31_E02
SRR1295022	GSM1395929	MGH31	GSM1395929	MGH31_E03
SRR1295023	GSM1395930	MGH31	GSM1395930	MGH31_E04
SRR1295024	GSM1395931	MGH31	GSM1395931	MGH31_E05
SRR1295025	GSM1395932	MGH31	GSM1395932	MGH31_E06
SRR1295026	GSM1395933	MGH31	GSM1395933	MGH31_E07
SRR1295027	GSM1395934	MGH31	GSM1395934	MGH31_E08
SRR1295028	GSM1395935	MGH31	GSM1395935	MGH31_E09
SRR1295029	GSM1395936	MGH31	GSM1395936	MGH31_E10
SRR1295030	GSM1395937	MGH31	GSM1395937	MGH31_E11
SRR1295031	GSM1395938	MGH31	GSM1395938	MGH31_E12
SRR1295032	GSM1395939	MGH31	GSM1395939	MGH31_F01
SRR1295033	GSM1395940	MGH31	GSM1395940	MGH31_F02
SRR1295034	GSM1395941	MGH31	GSM1395941	MGH31_F03
SRR1295035	GSM1395942	MGH31	GSM1395942	MGH31_F04
SRR1295036	GSM1395943	MGH31	GSM1395943	MGH31_F05
SRR1295037	GSM1395944	MGH31	GSM1395944	MGH31_F06
SRR1295038	GSM1395945	MGH31	GSM1395945	MGH31_F07
SRR1295039	GSM1395946	MGH31	GSM1395946	MGH31_F08
SRR1295040	GSM1395947	MGH31	GSM1395947	MGH31_F09
SRR1295041	GSM1395948	MGH31	GSM1395948	MGH31_F10
SRR1295042	GSM1395949	MGH31	GSM1395949	MGH31_F11
SRR1295043	GSM1395950	MGH31	GSM1395950	MGH31_F12
SRR1295044	GSM1395951	MGH31	GSM1395951	MGH31_G01
SRR1295045	GSM1395952	MGH31	GSM1395952	MGH31_G02
SRR1295046	GSM1395953	MGH31	GSM1395953	MGH31_G03
SRR1295047	GSM1395954	MGH31	GSM1395954	MGH31_G04
SRR1295048	GSM1395955	MGH31	GSM1395955	MGH31_G05
SRR1295049	GSM1395956	MGH31	GSM1395956	MGH31_G06
SRR1295050	GSM1395957	MGH31	GSM1395957	MGH31_G07
SRR1295051	GSM1395958	MGH31	GSM1395958	MGH31_G08
SRR1295052	GSM1395959	MGH31	GSM1395959	MGH31_G09
SRR1295053	GSM1395960	MGH31	GSM1395960	MGH31_G10
SRR1295054	GSM1395961	MGH31	GSM1395961	MGH31_G11
SRR1295055	GSM1395962	MGH31	GSM1395962	MGH31_G12
SRR1295056	GSM1395963	MGH31	GSM1395963	MGH31_H01
SRR1295057	GSM1395964	MGH31	GSM1395964	MGH31_H02
SRR1295058	GSM1395965	MGH31	GSM1395965	MGH31_H03
SRR1295059	GSM1395966	MGH31	GSM1395966	MGH31_H04
SRR1295060	GSM1395967	MGH31	GSM1395967	MGH31_H05
SRR1295061	GSM1395968	MGH31	GSM1395968	MGH31_H06
SRR1295062	GSM1395969	MGH31	GSM1395969	MGH31_H07
SRR1295063	GSM1395970	MGH31	GSM1395970	MGH31_H08
SRR1295064	GSM1395971	MGH31	GSM1395971	MGH31_H09
SRR1295065	GSM1395972	MGH31	GSM1395972	MGH31_H10
SRR1295066	GSM1395973	MGH31	GSM1395973	MGH31_H11
SRR1295067	GSM1395974	MGH31	GSM1395974	MGH31_H12
SRR1295068	GSM1395975	MGH30	GSM1395975	MGH30L_A01
SRR1295069	GSM1395976	MGH30	GSM1395976	MGH30L_A02
SRR1295070	GSM1395977	MGH30	GSM1395977	MGH30L_A03
SRR1295071	GSM1395978	MGH30	GSM1395978	MGH30L_A04
SRR1295072	GSM1395979	MGH30	GSM1395979	MGH30L_A05
SRR1295073	GSM1395980	MGH30	GSM1395980	MGH30L_A06
SRR1295074	GSM1395981	MGH30	GSM1395981	MGH30L_A07
SRR1295075	GSM1395982	MGH30	GSM1395982	MGH30L_A08
SRR1295076	GSM1395983	MGH30	GSM1395983	MGH30L_A09
SRR1295077	GSM1395984	MGH30	GSM1395984	MGH30L_A10
SRR1295078	GSM1395985	MGH30	GSM1395985	MGH30L_A11
SRR1295079	GSM1395986	MGH30	GSM1395986	MGH30L_A12
SRR1295080	GSM1395987	MGH30	GSM1395987	MGH30L_B01
SRR1295081	GSM1395988	MGH30	GSM1395988	MGH30L_B02
SRR1295082	GSM1395989	MGH30	GSM1395989	MGH30L_B03
SRR1295083	GSM1395990	MGH30	GSM1395990	MGH30L_B04
SRR1295084	GSM1395991	MGH30	GSM1395991	MGH30L_B05
SRR1295085	GSM1395992	MGH30	GSM1395992	MGH30L_B06
SRR1295086	GSM1395993	MGH30	GSM1395993	MGH30L_B07
SRR1295087	GSM1395994	MGH30	GSM1395994	MGH30L_B08
SRR1295088	GSM1395995	MGH30	GSM1395995	MGH30L_B09
SRR1295089	GSM1395996	MGH30	GSM1395996	MGH30L_B10
SRR1295090	GSM1395997	MGH30	GSM1395997	MGH30L_B11
SRR1295091	GSM1395998	MGH30	GSM1395998	MGH30L_B12
SRR1295092	GSM1395999	MGH30	GSM1395999	MGH30L_C01
SRR1295093	GSM1396000	MGH30	GSM1396000	MGH30L_C02
SRR1295094	GSM1396001	MGH30	GSM1396001	MGH30L_C03
SRR1295095	GSM1396002	MGH30	GSM1396002	MGH30L_C04
SRR1295096	GSM1396003	MGH30	GSM1396003	MGH30L_C05
SRR1295097	GSM1396004	MGH30	GSM1396004	MGH30L_C06
SRR1295098	GSM1396005	MGH30	GSM1396005	MGH30L_C07
SRR1295099	GSM1396006	MGH30	GSM1396006	MGH30L_C08
SRR1295100	GSM1396007	MGH30	GSM1396007	MGH30L_C09
SRR1295101	GSM1396008	MGH30	GSM1396008	MGH30L_C10
SRR1295102	GSM1396009	MGH30	GSM1396009	MGH30L_C11
SRR1295103	GSM1396010	MGH30	GSM1396010	MGH30L_C12
SRR1295104	GSM1396011	MGH30	GSM1396011	MGH30L_D01
SRR1295105	GSM1396012	MGH30	GSM1396012	MGH30L_D02
SRR1295106	GSM1396013	MGH30	GSM1396013	MGH30L_D03
SRR1295107	GSM1396014	MGH30	GSM1396014	MGH30L_D04
SRR1295108	GSM1396015	MGH30	GSM1396015	MGH30L_D05
SRR1295109	GSM1396016	MGH30	GSM1396016	MGH30L_D06
SRR1295110	GSM1396017	MGH30	GSM1396017	MGH30L_D07
SRR1295111	GSM1396018	MGH30	GSM1396018	MGH30L_D08
SRR1295112	GSM1396019	MGH30	GSM1396019	MGH30L_D09
SRR1295113	GSM1396020	MGH30	GSM1396020	MGH30L_D10
SRR1295114	GSM1396021	MGH30	GSM1396021	MGH30L_D11
SRR1295115	GSM1396022	MGH30	GSM1396022	MGH30L_D12
SRR1295116	GSM1396023	MGH30	GSM1396023	MGH30L_E01
SRR1295117	GSM1396024	MGH30	GSM1396024	MGH30L_E02
SRR1295118	GSM1396025	MGH30	GSM1396025	MGH30L_E03
SRR1295119	GSM1396026	MGH30	GSM1396026	MGH30L_E04
SRR1295120	GSM1396027	MGH30	GSM1396027	MGH30L_E05
SRR1295121	GSM1396028	MGH30	GSM1396028	MGH30L_E06
SRR1295122	GSM1396029	MGH30	GSM1396029	MGH30L_E07
SRR1295123	GSM1396030	MGH30	GSM1396030	MGH30L_E08
SRR1295124	GSM1396031	MGH30	GSM1396031	MGH30L_E09
SRR1295125	GSM1396032	MGH30	GSM1396032	MGH30L_E10
SRR1295126	GSM1396033	MGH30	GSM1396033	MGH30L_E11
SRR1295127	GSM1396034	MGH30	GSM1396034	MGH30L_E12
SRR1295128	GSM1396035	MGH30	GSM1396035	MGH30L_F01
SRR1295129	GSM1396036	MGH30	GSM1396036	MGH30L_F02
SRR1295130	GSM1396037	MGH30	GSM1396037	MGH30L_F03
SRR1295131	GSM1396038	MGH30	GSM1396038	MGH30L_F04
SRR1295132	GSM1396039	MGH30	GSM1396039	MGH30L_F05
SRR1295133	GSM1396040	MGH30	GSM1396040	MGH30L_F06
SRR1295134	GSM1396041	MGH30	GSM1396041	MGH30L_F07
SRR1295135	GSM1396042	MGH30	GSM1396042	MGH30L_F08
SRR1295136	GSM1396043	MGH30	GSM1396043	MGH30L_F09
SRR1295137	GSM1396044	MGH30	GSM1396044	MGH30L_F10
SRR1295138	GSM1396045	MGH30	GSM1396045	MGH30L_F11
SRR1295139	GSM1396046	MGH30	GSM1396046	MGH30L_F12
SRR1295140	GSM1396047	MGH30	GSM1396047	MGH30L_G01
SRR1295141	GSM1396048	MGH30	GSM1396048	MGH30L_G02
SRR1295142	GSM1396049	MGH30	GSM1396049	MGH30L_G03
SRR1295143	GSM1396050	MGH30	GSM1396050	MGH30L_G04
SRR1295144	GSM1396051	MGH30	GSM1396051	MGH30L_G05
SRR1295145	GSM1396052	MGH30	GSM1396052	MGH30L_G06
SRR1295146	GSM1396053	MGH30	GSM1396053	MGH30L_G07
SRR1295147	GSM1396054	MGH30	GSM1396054	MGH30L_G08
SRR1295148	GSM1396055	MGH30	GSM1396055	MGH30L_G09
SRR1295149	GSM1396056	MGH30	GSM1396056	MGH30L_G10
SRR1295150	GSM1396057	MGH30	GSM1396057	MGH30L_G11
SRR1295151	GSM1396058	MGH30	GSM1396058	MGH30L_G12
SRR1295152	GSM1396059	MGH30	GSM1396059	MGH30L_H01
SRR1295153	GSM1396060	MGH30	GSM1396060	MGH30L_H02
SRR1295154	GSM1396061	MGH30	GSM1396061	MGH30L_H03
SRR1295155	GSM1396062	MGH30	GSM1396062	MGH30L_H04
SRR1295156	GSM1396063	MGH30	GSM1396063	MGH30L_H05
SRR1295157	GSM1396064	MGH30	GSM1396064	MGH30L_H06
SRR1295158	GSM1396065	MGH30	GSM1396065	MGH30L_H07
SRR1295159	GSM1396066	MGH30	GSM1396066	MGH30L_H08
SRR1295160	GSM1396067	MGH30	GSM1396067	MGH30L_H09
SRR1295161	GSM1396068	MGH30	GSM1396068	MGH30L_H10
SRR1295162	GSM1396069	MGH30	GSM1396069	MGH30L_H11
SRR1295163	GSM1396070	MGH30	GSM1396070	MGH30L_H12
SRR1295164	GSM1396071	CSC	GSM1396071	CSC6_A01
SRR1295165	GSM1396072	CSC	GSM1396072	CSC6_A02
SRR1295166	GSM1396073	CSC	GSM1396073	CSC6_A03
SRR1295167	GSM1396074	CSC	GSM1396074	CSC6_A04
SRR1295168	GSM1396075	CSC	GSM1396075	CSC6_A05
SRR1295169	GSM1396076	CSC	GSM1396076	CSC6_A06
SRR1295170	GSM1396077	CSC	GSM1396077	CSC6_A07
SRR1295171	GSM1396078	CSC	GSM1396078	CSC6_A08
SRR1295172	GSM1396079	CSC	GSM1396079	CSC6_A09
SRR1295173	GSM1396080	CSC	GSM1396080	CSC6_A10
SRR1295174	GSM1396081	CSC	GSM1396081	CSC6_A11
SRR1295175	GSM1396082	CSC	GSM1396082	CSC6_A12
SRR1295176	GSM1396083	CSC	GSM1396083	CSC6_B01
SRR1295177	GSM1396084	CSC	GSM1396084	CSC6_B02
SRR1295178	GSM1396085	CSC	GSM1396085	CSC6_B03
SRR1295179	GSM1396086	CSC	GSM1396086	CSC6_B04
SRR1295180	GSM1396087	CSC	GSM1396087	CSC6_B05
SRR1295181	GSM1396088	CSC	GSM1396088	CSC6_B06
SRR1295182	GSM1396089	CSC	GSM1396089	CSC6_B07
SRR1295183	GSM1396090	CSC	GSM1396090	CSC6_B08
SRR1295184	GSM1396091	CSC	GSM1396091	CSC6_B09
SRR1295185	GSM1396092	CSC	GSM1396092	CSC6_B10
SRR1295186	GSM1396093	CSC	GSM1396093	CSC6_B11
SRR1295187	GSM1396094	CSC	GSM1396094	CSC6_B12
SRR1295188	GSM1396095	CSC	GSM1396095	CSC6_C01
SRR1295189	GSM1396096	CSC	GSM1396096	CSC6_C02
SRR1295190	GSM1396097	CSC	GSM1396097	CSC6_C03
SRR1295191	GSM1396098	CSC	GSM1396098	CSC6_C04
SRR1295192	GSM1396099	CSC	GSM1396099	CSC6_C05
SRR1295193	GSM1396100	CSC	GSM1396100	CSC6_C06
SRR1295194	GSM1396101	CSC	GSM1396101	CSC6_C07
SRR1295195	GSM1396102	CSC	GSM1396102	CSC6_C08
SRR1295196	GSM1396103	CSC	GSM1396103	CSC6_C09
SRR1295197	GSM1396104	CSC	GSM1396104	CSC6_C10
SRR1295198	GSM1396105	CSC	GSM1396105	CSC6_C11
SRR1295199	GSM1396106	CSC	GSM1396106	CSC6_C12
SRR1295200	GSM1396107	CSC	GSM1396107	CSC6_D01
SRR1295201	GSM1396108	CSC	GSM1396108	CSC6_D02
SRR1295202	GSM1396109	CSC	GSM1396109	CSC6_D03
SRR1295203	GSM1396110	CSC	GSM1396110	CSC6_D04
SRR1295204	GSM1396111	CSC	GSM1396111	CSC6_D05
SRR1295205	GSM1396112	CSC	GSM1396112	CSC6_D06
SRR1295206	GSM1396113	CSC	GSM1396113	CSC6_D07
SRR1295207	GSM1396114	CSC	GSM1396114	CSC6_D08
SRR1295208	GSM1396115	CSC	GSM1396115	CSC6_D09
SRR1295209	GSM1396116	CSC	GSM1396116	CSC6_D10
SRR1295210	GSM1396117	CSC	GSM1396117	CSC6_D11
SRR1295211	GSM1396118	CSC	GSM1396118	CSC6_D12
SRR1295212	GSM1396119	CSC	GSM1396119	CSC6_E01
SRR1295213	GSM1396120	CSC	GSM1396120	CSC6_E02
SRR1295214	GSM1396121	CSC	GSM1396121	CSC6_E03
SRR1295215	GSM1396122	CSC	GSM1396122	CSC6_E04
SRR1295216	GSM1396123	CSC	GSM1396123	CSC6_E05
SRR1295217	GSM1396124	CSC	GSM1396124	CSC6_E06
SRR1295218	GSM1396125	CSC	GSM1396125	CSC6_E07
SRR1295219	GSM1396126	CSC	GSM1396126	CSC6_E08
SRR1295220	GSM1396127	CSC	GSM1396127	CSC6_E09
SRR1295221	GSM1396128	CSC	GSM1396128	CSC6_E10
SRR1295222	GSM1396129	CSC	GSM1396129	CSC6_E11
SRR1295223	GSM1396130	CSC	GSM1396130	CSC6_E12
SRR1295224	GSM1396131	CSC	GSM1396131	CSC6_F01
SRR1295225	GSM1396132	CSC	GSM1396132	CSC6_F02
SRR1295226	GSM1396133	CSC	GSM1396133	CSC6_F03
SRR1295227	GSM1396134	CSC	GSM1396134	CSC6_F04
SRR1295228	GSM1396135	CSC	GSM1396135	CSC6_F05
SRR1295229	GSM1396136	CSC	GSM1396136	CSC6_F06
SRR1295230	GSM1396137	CSC	GSM1396137	CSC6_F07
SRR1295231	GSM1396138	CSC	GSM1396138	CSC6_F08
SRR1295232	GSM1396139	CSC	GSM1396139	CSC6_F09
SRR1295233	GSM1396140	CSC	GSM1396140	CSC6_F10
SRR1295234	GSM1396141	CSC	GSM1396141	CSC6_F11
SRR1295235	GSM1396142	CSC	GSM1396142	CSC6_F12
SRR1295236	GSM1396143	CSC	GSM1396143	CSC6_G01
SRR1295237	GSM1396144	CSC	GSM1396144	CSC6_G02
SRR1295238	GSM1396145	CSC	GSM1396145	CSC6_G03
SRR1295239	GSM1396146	CSC	GSM1396146	CSC6_G04
SRR1295240	GSM1396147	CSC	GSM1396147	CSC6_G05
SRR1295241	GSM1396148	CSC	GSM1396148	CSC6_G06
SRR1295242	GSM1396149	CSC	GSM1396149	CSC6_G07
SRR1295243	GSM1396150	CSC	GSM1396150	CSC6_G08
SRR1295244	GSM1396151	CSC	GSM1396151	CSC6_G09
SRR1295245	GSM1396152	CSC	GSM1396152	CSC6_G10
SRR1295246	GSM1396153	CSC	GSM1396153	CSC6_G11
SRR1295247	GSM1396154	CSC	GSM1396154	CSC6_G12
SRR1295248	GSM1396155	CSC	GSM1396155	CSC6_H01
SRR1295249	GSM1396156	CSC	GSM1396156	CSC6_H02
SRR1295250	GSM1396157	CSC	GSM1396157	CSC6_H03
SRR1295251	GSM1396158	CSC	GSM1396158	CSC6_H04
SRR1295252	GSM1396159	CSC	GSM1396159	CSC6_H05
SRR1295253	GSM1396160	CSC	GSM1396160	CSC6_H06
SRR1295254	GSM1396161	CSC	GSM1396161	CSC6_H07
SRR1295255	GSM1396162	CSC	GSM1396162	CSC6_H08
SRR1295256	GSM1396163	CSC	GSM1396163	CSC6_H09
SRR1295257	GSM1396164	CSC	GSM1396164	CSC6_H10
SRR1295258	GSM1396165	CSC	GSM1396165	CSC6_H11
SRR1295259	GSM1396166	CSC	GSM1396166	CSC6_H12
SRR1295260	GSM1396167	CSC	GSM1396167	CSC8_A01
SRR1295261	GSM1396168	CSC	GSM1396168	CSC8_A02
SRR1295262	GSM1396169	CSC	GSM1396169	CSC8_A03
SRR1295263	GSM1396170	CSC	GSM1396170	CSC8_A04
SRR1295264	GSM1396171	CSC	GSM1396171	CSC8_A05
SRR1295265	GSM1396172	CSC	GSM1396172	CSC8_A06
SRR1295266	GSM1396173	CSC	GSM1396173	CSC8_A07
SRR1295267	GSM1396174	CSC	GSM1396174	CSC8_A08
SRR1295268	GSM1396175	CSC	GSM1396175	CSC8_A09
SRR1295269	GSM1396176	CSC	GSM1396176	CSC8_A10
SRR1295270	GSM1396177	CSC	GSM1396177	CSC8_A11
SRR1295271	GSM1396178	CSC	GSM1396178	CSC8_A12
SRR1295272	GSM1396179	CSC	GSM1396179	CSC8_B01
SRR1295273	GSM1396180	CSC	GSM1396180	CSC8_B02
SRR1295274	GSM1396181	CSC	GSM1396181	CSC8_B03
SRR1295275	GSM1396182	CSC	GSM1396182	CSC8_B04
SRR1295276	GSM1396183	CSC	GSM1396183	CSC8_B05
SRR1295277	GSM1396184	CSC	GSM1396184	CSC8_B06
SRR1295278	GSM1396185	CSC	GSM1396185	CSC8_B07
SRR1295279	GSM1396186	CSC	GSM1396186	CSC8_B08
SRR1295280	GSM1396187	CSC	GSM1396187	CSC8_B09
SRR1295281	GSM1396188	CSC	GSM1396188	CSC8_B10
SRR1295282	GSM1396189	CSC	GSM1396189	CSC8_B11
SRR1295283	GSM1396190	CSC	GSM1396190	CSC8_B12
SRR1295284	GSM1396191	CSC	GSM1396191	CSC8_C01
SRR1295285	GSM1396192	CSC	GSM1396192	CSC8_C02
SRR1295286	GSM1396193	CSC	GSM1396193	CSC8_C03
SRR1295287	GSM1396194	CSC	GSM1396194	CSC8_C04
SRR1295288	GSM1396195	CSC	GSM1396195	CSC8_C05
SRR1295289	GSM1396196	CSC	GSM1396196	CSC8_C06
SRR1295290	GSM1396197	CSC	GSM1396197	CSC8_C07
SRR1295291	GSM1396198	CSC	GSM1396198	CSC8_C08
SRR1295292	GSM1396199	CSC	GSM1396199	CSC8_C09
SRR1295293	GSM1396200	CSC	GSM1396200	CSC8_C10
SRR1295294	GSM1396201	CSC	GSM1396201	CSC8_C11
SRR1295295	GSM1396202	CSC	GSM1396202	CSC8_C12
SRR1295296	GSM1396203	CSC	GSM1396203	CSC8_D01
SRR1295297	GSM1396204	CSC	GSM1396204	CSC8_D02
SRR1295298	GSM1396205	CSC	GSM1396205	CSC8_D03
SRR1295299	GSM1396206	CSC	GSM1396206	CSC8_D04
SRR1295300	GSM1396207	CSC	GSM1396207	CSC8_D05
SRR1295301	GSM1396208	CSC	GSM1396208	CSC8_D06
SRR1295302	GSM1396209	CSC	GSM1396209	CSC8_D07
SRR1295303	GSM1396210	CSC	GSM1396210	CSC8_D08
SRR1295304	GSM1396211	CSC	GSM1396211	CSC8_D09
